user_id,timestamp,event_type,duration,engagement_level,text_data,location,time_of_day
547,2023-10-18 19:59:00,Social Interaction,60,3,Team brainstorming,Office,Evening
989,2023-10-05 16:42:00,Commute,12,5,Went for a walk,Gym,Afternoon
624,2023-10-03 01:01:00,Social Interaction,60,5,Lunch with colleagues,Home,Morning
user_397,2023-10-22 09:36:00,Casual Lunch,20,4,Client meeting,Gym,Morning
user_289,2023-10-09 17:12:00,Casual Lunch,20,2,Casual chat with friends,Outdoor,Afternoon
91,2023-10-23 14:35:00,Exercise,15,1,Went for a walk,Home,Afternoon
user_306,2023-10-22 03:08:00,Casual Lunch,12,2,Long commute,Office,Morning
750,2023-10-25 10:44:00,Social Interaction,20,4,Workout session,Home,Morning
663,2023-10-31 04:01:00,Meeting,60,3,Workout session,Outdoor,Morning
953,2023-10-19 05:06:00,Break,20,1,Workout session,Outdoor,Morning
699,2023-10-16 12:11:00,Exercise,15,4,Had a coffee break,Home,Afternoon
744,2023-10-13 21:01:00,Social Interaction,15,4,Went for a walk,Home,Evening
731,2023-10-30 14:00:00,Break,45,3,Workout session,Office,Afternoon
645,2023-10-15 13:02:00,Break,45,5,Lunch with colleagues,Office,Afternoon
596,2023-10-05 14:46:00,Social Interaction,20,5,Workout session,Gym,Afternoon
543,2023-10-07 10:37:00,Break,20,2,Client meeting,Office,Morning
810,2023-10-28 18:19:00,Commute,12,1,Went for a walk,Home,Evening
user_307,2023-10-11 07:48:00,Commute,15,2,Casual chat with friends,Home,Morning
139,2023-10-27 12:24:00,Casual Lunch,30,2,Team brainstorming,Home,Afternoon
user_431,2023-10-17 01:35:00,Break,30,3,Client meeting,Home,Morning
965,2023-10-21 11:31:00,Social Interaction,60,2,Casual chat with friends,Outdoor,Morning
user_268,2023-10-10 04:23:00,Social Interaction,30,2,Discuss project,Home,Morning
user_493,2023-10-06 13:00:00,Exercise,15,5,Went for a walk,Home,Afternoon
506,2023-10-25 18:12:00,Break,20,2,Discuss project,Home,Evening
user_497,2023-10-28 20:22:00,Exercise,60,5,Long commute,Gym,Evening
user_15,2023-10-04 00:34:00,Commute,45,5,Team brainstorming,Gym,Morning
637,2023-10-15 06:06:00,Break,30,3,Casual chat with friends,Outdoor,Morning
user_278,2023-10-28 06:25:00,Exercise,45,4,Relaxing at home,Gym,Morning
872,2023-10-28 21:16:00,Commute,15,5,Discuss project,Outdoor,Evening
43,2023-10-19 22:32:00,Social Interaction,30,4,Solo reading session,Home,Evening
user_75,2023-10-07 04:39:00,Commute,45,2,Went for a walk,Outdoor,Morning
402,2023-10-05 04:24:00,Break,12,1,Discuss project,Outdoor,Morning
user_94,2023-10-25 22:14:00,Social Interaction,15,3,Solo reading session,Office,Evening
user_305,2023-10-19 22:03:00,Exercise,30,4,Lunch with colleagues,Home,Evening
705,2023-10-07 12:30:00,Break,30,5,Long commute,Office,Afternoon
919,2023-10-15 20:15:00,Meeting,30,3,Solo reading session,Office,Evening
483,2023-10-27 17:41:00,Casual Lunch,30,2,Lunch with colleagues,Outdoor,Afternoon
219,2023-10-25 17:33:00,Casual Lunch,15,1,Client meeting,Gym,Afternoon
user_98,2023-10-21 23:40:00,Exercise,30,2,Went for a walk,Office,Evening
908,2023-10-15 00:13:00,Break,60,3,Went for a walk,Outdoor,Morning
user_404,2023-10-24 23:14:00,Break,15,5,Networking event,Home,Evening
937,2023-10-01 11:40:00,Break,45,3,Solo reading session,Home,Morning
839,2023-10-07 12:06:00,Social Interaction,30,4,Long commute,Outdoor,Afternoon
87,2023-10-06 23:06:00,Commute,60,4,Team brainstorming,Outdoor,Evening
67,2023-10-11 23:36:00,Social Interaction,20,1,Lunch with colleagues,Office,Evening
user_164,2023-10-11 07:08:00,Commute,30,1,Had a coffee break,Gym,Morning
user_471,2023-10-17 23:39:00,Social Interaction,20,5,Solo reading session,Gym,Evening
user_156,2023-10-30 22:57:00,Break,60,4,Workout session,Outdoor,Evening
237,2023-10-10 20:33:00,Break,15,1,Relaxing at home,Outdoor,Evening
user_178,2023-10-26 20:05:00,Exercise,15,1,Relaxing at home,Gym,Evening
377,2023-10-13 14:43:00,Break,15,2,Long commute,Gym,Afternoon
840,2023-10-25 01:59:00,Commute,60,1,Long commute,Home,Morning
user_206,2023-10-30 02:56:00,Meeting,15,1,Went for a walk,Home,Morning
176,2023-10-15 23:19:00,Casual Lunch,30,3,Long commute,Outdoor,Evening
user_159,2023-10-23 19:03:00,Social Interaction,60,4,Casual chat with friends,Outdoor,Evening
382,2023-10-12 06:47:00,Meeting,12,3,Solo reading session,Outdoor,Morning
user_192,2023-10-22 00:57:00,Casual Lunch,30,1,Went for a walk,Home,Morning
709,2023-10-31 00:02:00,Exercise,12,4,Client meeting,Office,Morning
364,2023-10-25 08:12:00,Casual Lunch,15,1,Workout session,Home,Morning
58,2023-10-23 08:45:00,Social Interaction,12,2,Casual chat with friends,Outdoor,Morning
201,2023-10-31 02:43:00,Break,30,1,Discuss project,Office,Morning
745,2023-10-21 11:00:00,Commute,30,2,Team brainstorming,Home,Morning
868,2023-10-24 11:35:00,Meeting,12,3,Had a coffee break,Gym,Morning
241,2023-10-28 08:46:00,Commute,60,5,Had a coffee break,Outdoor,Morning
user_427,2023-10-24 03:26:00,Commute,15,5,Lunch with colleagues,Office,Morning
user_283,2023-10-28 11:14:00,Social Interaction,20,5,Workout session,Gym,Morning
user_494,2023-10-20 20:10:00,Meeting,20,1,Casual chat with friends,Office,Evening
628,2023-10-07 13:09:00,Meeting,30,2,Long commute,Home,Afternoon
754,2023-10-11 23:43:00,Social Interaction,30,5,Team brainstorming,Office,Evening
user_305,2023-10-14 07:21:00,Break,45,4,Solo reading session,Office,Morning
484,2023-10-30 17:15:00,Exercise,15,1,Networking event,Office,Afternoon
user_35,2023-10-18 19:44:00,Social Interaction,45,1,Networking event,Office,Evening
670,2023-10-02 00:42:00,Commute,45,4,Discuss project,Office,Morning
771,2023-10-18 18:15:00,Social Interaction,60,2,Solo reading session,Gym,Evening
129,2023-10-05 01:07:00,Exercise,12,2,Discuss project,Outdoor,Morning
user_260,2023-10-13 23:03:00,Social Interaction,45,4,Had a coffee break,Outdoor,Evening
61,2023-10-17 15:25:00,Meeting,12,1,Long commute,Gym,Afternoon
429,2023-10-14 20:34:00,Meeting,12,2,Solo reading session,Outdoor,Evening
989,2023-10-10 00:29:00,Social Interaction,12,4,Client meeting,Gym,Morning
514,2023-10-17 16:06:00,Commute,20,2,Solo reading session,Home,Afternoon
user_218,2023-10-19 12:02:00,Exercise,15,1,Solo reading session,Home,Afternoon
user_61,2023-10-26 12:48:00,Break,15,3,Went for a walk,Gym,Afternoon
user_497,2023-10-14 00:10:00,Social Interaction,30,3,Had a coffee break,Home,Morning
user_315,2023-10-08 12:47:00,Exercise,15,4,Lunch with colleagues,Office,Afternoon
553,2023-10-29 22:34:00,Social Interaction,45,4,Networking event,Gym,Evening
574,2023-10-19 05:42:00,Exercise,45,1,Client meeting,Outdoor,Morning
532,2023-10-28 20:09:00,Meeting,12,5,Solo reading session,Office,Evening
890,2023-10-08 17:50:00,Exercise,12,5,Relaxing at home,Home,Afternoon
user_73,2023-10-19 21:38:00,Exercise,30,4,Relaxing at home,Outdoor,Evening
user_338,2023-10-25 22:22:00,Commute,60,2,Relaxing at home,Gym,Evening
22,2023-10-12 16:34:00,Casual Lunch,20,3,Long commute,Home,Afternoon
551,2023-10-03 02:29:00,Social Interaction,45,3,Networking event,Home,Morning
385,2023-10-10 18:41:00,Meeting,30,1,Casual chat with friends,Gym,Evening
794,2023-10-06 05:46:00,Casual Lunch,30,1,Casual chat with friends,Outdoor,Morning
677,2023-10-25 08:01:00,Meeting,45,3,Solo reading session,Gym,Morning
171,2023-10-14 20:02:00,Break,20,4,Workout session,Outdoor,Evening
288,2023-10-21 12:46:00,Break,60,5,Went for a walk,Office,Afternoon
499,2023-10-21 13:36:00,Commute,20,1,Discuss project,Home,Afternoon
user_361,2023-10-30 09:30:00,Commute,15,4,Workout session,Home,Morning
user_446,2023-10-01 10:08:00,Meeting,12,5,Lunch with colleagues,Office,Morning
811,2023-10-07 05:36:00,Break,12,2,Discuss project,Outdoor,Morning
299,2023-10-16 21:51:00,Social Interaction,20,2,Discuss project,Office,Evening
user_251,2023-10-23 18:08:00,Commute,20,3,Had a coffee break,Outdoor,Evening
user_17,2023-10-20 08:46:00,Social Interaction,20,1,Casual chat with friends,Office,Morning
294,2023-10-07 09:57:00,Casual Lunch,20,1,Relaxing at home,Outdoor,Morning
974,2023-10-17 06:41:00,Break,12,1,Networking event,Office,Morning
user_78,2023-10-21 05:30:00,Meeting,20,2,Casual chat with friends,Office,Morning
user_265,2023-10-24 12:48:00,Break,15,2,Solo reading session,Gym,Afternoon
user_110,2023-10-23 20:24:00,Casual Lunch,12,4,Lunch with colleagues,Home,Evening
123,2023-10-03 00:15:00,Social Interaction,12,1,Relaxing at home,Office,Morning
user_458,2023-10-23 05:38:00,Social Interaction,60,1,Lunch with colleagues,Gym,Morning
87,2023-10-13 04:41:00,Casual Lunch,15,4,Workout session,Office,Morning
282,2023-10-18 01:48:00,Exercise,60,1,Relaxing at home,Home,Morning
921,2023-10-20 10:43:00,Break,12,3,Long commute,Home,Morning
user_244,2023-10-16 20:50:00,Exercise,60,4,Lunch with colleagues,Outdoor,Evening
user_287,2023-10-06 12:29:00,Meeting,15,4,Solo reading session,Office,Afternoon
user_250,2023-10-22 12:04:00,Commute,20,2,Went for a walk,Office,Afternoon
868,2023-10-13 00:43:00,Commute,12,2,Lunch with colleagues,Office,Morning
user_127,2023-10-30 09:51:00,Social Interaction,45,4,Team brainstorming,Gym,Morning
646,2023-10-23 02:33:00,Social Interaction,45,3,Lunch with colleagues,Outdoor,Morning
768,2023-10-04 23:46:00,Casual Lunch,30,2,Went for a walk,Gym,Evening
user_151,2023-10-05 04:48:00,Commute,20,3,Lunch with colleagues,Office,Morning
user_371,2023-10-01 15:13:00,Meeting,20,3,Went for a walk,Home,Afternoon
user_343,2023-10-14 22:03:00,Casual Lunch,60,5,Went for a walk,Gym,Evening
944,2023-10-15 22:15:00,Casual Lunch,30,5,Client meeting,Gym,Evening
676,2023-10-31 00:43:00,Casual Lunch,15,1,Solo reading session,Office,Morning
user_93,2023-10-05 05:31:00,Break,30,5,Went for a walk,Outdoor,Morning
user_24,2023-10-25 10:53:00,Break,45,4,Lunch with colleagues,Outdoor,Morning
user_24,2023-10-20 13:54:00,Break,12,4,Discuss project,Outdoor,Afternoon
151,2023-10-09 23:12:00,Social Interaction,30,2,Team brainstorming,Gym,Evening
user_320,2023-10-30 14:06:00,Meeting,45,5,Team brainstorming,Gym,Afternoon
536,2023-10-25 04:24:00,Break,45,1,Discuss project,Outdoor,Morning
user_41,2023-10-26 10:14:00,Casual Lunch,30,4,Team brainstorming,Outdoor,Morning
user_314,2023-10-05 11:14:00,Break,30,4,Lunch with colleagues,Office,Morning
user_38,2023-10-23 00:43:00,Casual Lunch,60,1,Had a coffee break,Gym,Morning
user_269,2023-10-16 15:16:00,Social Interaction,20,3,Lunch with colleagues,Gym,Afternoon
765,2023-10-14 14:30:00,Commute,45,5,Had a coffee break,Home,Afternoon
user_374,2023-10-05 04:39:00,Exercise,15,2,Relaxing at home,Office,Morning
66,2023-10-16 04:45:00,Exercise,15,5,Had a coffee break,Outdoor,Morning
user_37,2023-10-04 01:03:00,Meeting,45,4,Solo reading session,Office,Morning
269,2023-10-17 03:17:00,Meeting,60,1,Lunch with colleagues,Gym,Morning
385,2023-10-16 10:29:00,Break,30,3,Had a coffee break,Home,Morning
user_108,2023-10-05 23:16:00,Commute,12,4,Lunch with colleagues,Office,Evening
266,2023-10-14 17:36:00,Break,15,4,Workout session,Gym,Afternoon
user_15,2023-10-02 16:19:00,Social Interaction,60,1,Discuss project,Outdoor,Afternoon
364,2023-10-13 14:19:00,Break,45,3,Team brainstorming,Outdoor,Afternoon
user_149,2023-10-03 02:19:00,Casual Lunch,60,2,Solo reading session,Office,Morning
167,2023-10-19 11:02:00,Break,15,5,Casual chat with friends,Office,Morning
user_103,2023-10-01 23:04:00,Exercise,20,4,Workout session,Outdoor,Evening
user_342,2023-10-28 22:37:00,Social Interaction,15,3,Team brainstorming,Home,Evening
627,2023-10-02 10:01:00,Meeting,12,5,Discuss project,Office,Morning
449,2023-10-15 09:59:00,Break,45,3,Client meeting,Office,Morning
269,2023-10-13 00:05:00,Casual Lunch,30,2,Casual chat with friends,Gym,Morning
13,2023-10-13 09:36:00,Break,45,2,Had a coffee break,Gym,Morning
user_274,2023-10-28 01:44:00,Social Interaction,45,1,Went for a walk,Gym,Morning
165,2023-10-02 13:13:00,Commute,45,4,Casual chat with friends,Home,Afternoon
user_144,2023-10-24 14:02:00,Meeting,60,1,Client meeting,Gym,Afternoon
295,2023-10-14 16:01:00,Break,12,3,Long commute,Office,Afternoon
user_30,2023-10-03 11:09:00,Exercise,30,1,Went for a walk,Office,Morning
user_74,2023-10-07 06:04:00,Casual Lunch,12,1,Lunch with colleagues,Home,Morning
user_302,2023-10-16 07:13:00,Social Interaction,60,2,Workout session,Home,Morning
593,2023-10-28 08:48:00,Commute,45,2,Relaxing at home,Gym,Morning
53,2023-10-20 22:22:00,Social Interaction,20,5,Solo reading session,Office,Evening
819,2023-10-22 01:42:00,Casual Lunch,20,1,Discuss project,Gym,Morning
user_109,2023-10-28 19:18:00,Exercise,30,1,Casual chat with friends,Gym,Evening
715,2023-10-06 07:38:00,Casual Lunch,20,3,Casual chat with friends,Home,Morning
74,2023-10-17 06:14:00,Casual Lunch,45,5,Client meeting,Office,Morning
114,2023-10-01 09:28:00,Exercise,20,5,Went for a walk,Home,Morning
user_200,2023-10-22 12:17:00,Commute,12,3,Went for a walk,Office,Afternoon
user_492,2023-10-24 16:35:00,Commute,60,4,Casual chat with friends,Gym,Afternoon
838,2023-10-03 20:37:00,Social Interaction,20,3,Casual chat with friends,Office,Evening
262,2023-10-10 18:13:00,Commute,45,5,Discuss project,Outdoor,Evening
217,2023-10-26 04:11:00,Meeting,30,2,Long commute,Outdoor,Morning
user_400,2023-10-17 17:04:00,Meeting,20,1,Client meeting,Office,Afternoon
user_188,2023-10-27 05:32:00,Exercise,20,2,Team brainstorming,Gym,Morning
user_437,2023-10-12 01:29:00,Social Interaction,20,1,Networking event,Office,Morning
477,2023-10-28 01:05:00,Casual Lunch,12,3,Long commute,Office,Morning
user_376,2023-10-30 06:27:00,Break,20,5,Networking event,Outdoor,Morning
907,2023-10-23 05:14:00,Meeting,60,3,Long commute,Home,Morning
user_178,2023-10-05 11:06:00,Social Interaction,12,4,Solo reading session,Home,Morning
256,2023-10-19 00:44:00,Casual Lunch,12,5,Networking event,Outdoor,Morning
user_380,2023-10-12 13:12:00,Break,60,4,Networking event,Home,Afternoon
user_235,2023-10-19 19:21:00,Exercise,12,1,Team brainstorming,Gym,Evening
user_349,2023-10-11 03:49:00,Commute,60,2,Client meeting,Home,Morning
user_327,2023-10-04 10:14:00,Meeting,60,5,Went for a walk,Office,Morning
990,2023-10-24 07:38:00,Meeting,30,3,Went for a walk,Outdoor,Morning
user_267,2023-10-24 13:02:00,Casual Lunch,30,1,Discuss project,Home,Afternoon
129,2023-10-13 20:50:00,Exercise,15,2,Networking event,Gym,Evening
855,2023-10-17 12:26:00,Meeting,30,4,Workout session,Outdoor,Afternoon
271,2023-10-08 11:09:00,Meeting,60,3,Team brainstorming,Home,Morning
user_440,2023-10-05 01:28:00,Commute,30,4,Discuss project,Gym,Morning
631,2023-10-27 11:13:00,Casual Lunch,45,5,Went for a walk,Gym,Morning
155,2023-10-09 21:50:00,Break,15,4,Casual chat with friends,Office,Evening
user_31,2023-10-09 15:43:00,Exercise,30,5,Had a coffee break,Home,Afternoon
user_169,2023-10-15 11:51:00,Social Interaction,30,3,Lunch with colleagues,Office,Morning
user_261,2023-10-06 01:53:00,Social Interaction,30,5,Discuss project,Outdoor,Morning
user_374,2023-10-14 04:26:00,Social Interaction,12,3,Networking event,Office,Morning
user_388,2023-10-22 08:21:00,Break,15,2,Casual chat with friends,Home,Morning
974,2023-10-27 22:50:00,Break,15,1,Team brainstorming,Home,Evening
351,2023-10-28 21:52:00,Exercise,12,2,Solo reading session,Office,Evening
457,2023-10-01 11:04:00,Meeting,15,1,Casual chat with friends,Gym,Morning
337,2023-10-15 05:25:00,Commute,20,1,Solo reading session,Home,Morning
user_115,2023-10-05 07:10:00,Commute,12,1,Discuss project,Office,Morning
user_369,2023-10-28 06:02:00,Meeting,12,2,Discuss project,Office,Morning
84,2023-10-13 01:04:00,Commute,15,1,Client meeting,Gym,Morning
user_138,2023-10-31 04:10:00,Meeting,15,3,Discuss project,Home,Morning
721,2023-10-06 23:24:00,Exercise,12,1,Client meeting,Office,Evening
user_498,2023-10-03 08:49:00,Casual Lunch,30,5,Had a coffee break,Office,Morning
user_165,2023-10-03 04:28:00,Commute,30,2,Client meeting,Gym,Morning
user_437,2023-10-29 18:00:00,Meeting,20,4,Had a coffee break,Home,Evening
584,2023-10-11 12:54:00,Social Interaction,45,4,Networking event,Gym,Afternoon
695,2023-10-19 03:08:00,Casual Lunch,60,1,Lunch with colleagues,Outdoor,Morning
812,2023-10-21 11:41:00,Meeting,15,5,Relaxing at home,Gym,Morning
571,2023-10-29 13:31:00,Exercise,30,1,Discuss project,Gym,Afternoon
user_428,2023-10-26 13:15:00,Commute,45,2,Solo reading session,Gym,Afternoon
user_71,2023-10-29 15:18:00,Exercise,60,2,Long commute,Office,Afternoon
user_355,2023-10-06 00:26:00,Meeting,20,2,Relaxing at home,Home,Morning
user_73,2023-10-19 00:24:00,Commute,12,5,Had a coffee break,Outdoor,Morning
user_485,2023-10-04 12:49:00,Casual Lunch,60,2,Relaxing at home,Gym,Afternoon
257,2023-10-15 16:44:00,Commute,20,5,Went for a walk,Home,Afternoon
user_126,2023-10-01 09:23:00,Social Interaction,45,2,Solo reading session,Home,Morning
835,2023-10-12 12:05:00,Social Interaction,60,5,Discuss project,Office,Afternoon
66,2023-10-01 12:33:00,Commute,12,3,Solo reading session,Gym,Afternoon
918,2023-10-08 07:21:00,Meeting,60,4,Solo reading session,Gym,Morning
user_320,2023-10-06 12:42:00,Exercise,45,2,Long commute,Office,Afternoon
720,2023-10-19 01:43:00,Commute,45,3,Solo reading session,Office,Morning
769,2023-10-20 13:30:00,Casual Lunch,20,4,Networking event,Home,Afternoon
753,2023-10-05 00:34:00,Casual Lunch,30,5,Went for a walk,Home,Morning
user_51,2023-10-01 18:42:00,Social Interaction,45,2,Client meeting,Outdoor,Evening
user_146,2023-10-05 20:17:00,Exercise,45,1,Long commute,Home,Evening
746,2023-10-30 18:13:00,Break,30,5,Workout session,Home,Evening
92,2023-10-28 07:28:00,Commute,20,3,Casual chat with friends,Outdoor,Morning
user_2,2023-10-02 17:04:00,Social Interaction,60,4,Workout session,Home,Afternoon
439,2023-10-30 14:23:00,Meeting,60,1,Discuss project,Gym,Afternoon
user_26,2023-10-07 11:28:00,Exercise,15,4,Lunch with colleagues,Home,Morning
535,2023-10-11 13:49:00,Exercise,20,4,Had a coffee break,Home,Afternoon
user_97,2023-10-14 12:02:00,Break,45,4,Relaxing at home,Office,Afternoon
user_216,2023-10-30 05:59:00,Casual Lunch,20,2,Workout session,Office,Morning
866,2023-10-06 16:20:00,Casual Lunch,15,3,Had a coffee break,Gym,Afternoon
31,2023-10-28 07:11:00,Commute,12,2,Solo reading session,Outdoor,Morning
85,2023-10-25 08:56:00,Exercise,60,1,Relaxing at home,Home,Morning
753,2023-10-10 22:41:00,Commute,60,2,Lunch with colleagues,Outdoor,Evening
814,2023-10-30 01:03:00,Meeting,30,5,Discuss project,Home,Morning
user_451,2023-10-07 21:38:00,Exercise,20,1,Relaxing at home,Office,Evening
128,2023-10-03 17:18:00,Break,60,2,Long commute,Outdoor,Afternoon
810,2023-10-10 07:45:00,Social Interaction,15,3,Relaxing at home,Outdoor,Morning
user_471,2023-10-02 05:30:00,Break,60,1,Relaxing at home,Office,Morning
user_127,2023-10-16 06:53:00,Social Interaction,12,5,Networking event,Office,Morning
user_457,2023-10-18 15:45:00,Break,60,3,Solo reading session,Home,Afternoon
649,2023-10-03 07:00:00,Social Interaction,20,5,Networking event,Outdoor,Morning
577,2023-10-11 23:30:00,Social Interaction,15,2,Had a coffee break,Office,Evening
user_26,2023-10-08 22:33:00,Casual Lunch,60,3,Relaxing at home,Home,Evening
290,2023-10-12 04:48:00,Casual Lunch,60,1,Networking event,Outdoor,Morning
user_479,2023-10-21 12:11:00,Exercise,30,2,Networking event,Outdoor,Afternoon
290,2023-10-15 14:14:00,Social Interaction,12,2,Networking event,Office,Afternoon
user_141,2023-10-02 14:59:00,Commute,15,4,Solo reading session,Office,Afternoon
user_251,2023-10-11 12:15:00,Commute,60,5,Workout session,Gym,Afternoon
730,2023-10-11 13:46:00,Break,30,3,Discuss project,Gym,Afternoon
user_315,2023-10-12 16:39:00,Break,15,4,Casual chat with friends,Gym,Afternoon
561,2023-10-01 08:12:00,Break,30,1,Casual chat with friends,Office,Morning
user_359,2023-10-06 10:14:00,Break,45,4,Networking event,Gym,Morning
user_323,2023-10-06 21:29:00,Casual Lunch,30,3,Workout session,Gym,Evening
40,2023-10-25 22:51:00,Break,12,1,Casual chat with friends,Outdoor,Evening
user_78,2023-10-04 10:47:00,Break,30,1,Had a coffee break,Outdoor,Morning
user_196,2023-10-01 10:29:00,Commute,60,1,Casual chat with friends,Office,Morning
